$ train embedding, 1 pos_embed

accuracy: 0.7516

$ train embedding, 2 pos_embed

accuracy: 0.7604

$ train embedding, 2 pos_embed, loss_l2

Epoch 1, loss 6.05, acc 0.19 0.2425, time 6.93
Epoch 2, loss 4.64, acc 0.28 0.4461, time 8.07
Epoch 3, loss 3.71, acc 0.34 0.5204, time 8.11
Epoch 4, loss 3.09, acc 0.35 0.5605, time 8.10
Epoch 5, loss 2.69, acc 0.32 0.5852, time 8.12
Epoch 6, loss 2.49, acc 0.39 0.6073, time 7.95
Epoch 7, loss 2.30, acc 0.44 0.6257, time 7.91
Epoch 8, loss 2.19, acc 0.37 0.6463, time 7.91
Epoch 9, loss 1.67, acc 0.47 0.6540, time 7.88
Epoch 10, loss 1.64, acc 0.49 0.6665, time 7.88
Epoch 11, loss 1.95, acc 0.42 0.6728, time 7.88
Epoch 12, loss 1.48, acc 0.49 0.6768, time 7.93
Epoch 13, loss 1.82, acc 0.44 0.6835, time 8.51
Epoch 14, loss 1.24, acc 0.59 0.6901, time 8.52
Epoch 15, loss 1.34, acc 0.53 0.6975, time 8.22
Epoch 16, loss 1.38, acc 0.53 0.6967, time 8.97
Epoch 17, loss 1.40, acc 0.53 0.7052, time 8.53
Epoch 18, loss 1.19, acc 0.61 0.7092, time 8.61
Epoch 19, loss 1.07, acc 0.60 0.7144, time 8.06
Epoch 20, loss 1.24, acc 0.54 0.7170, time 8.03
Epoch 21, loss 1.19, acc 0.64 0.7177, time 7.91
Epoch 22, loss 1.05, acc 0.61 0.7214, time 8.21
Epoch 23, loss 0.92, acc 0.68 0.7280, time 8.18
Epoch 24, loss 1.17, acc 0.57 0.7287, time 8.03
Epoch 25, loss 1.02, acc 0.68 0.7321, time 8.33
Epoch 26, loss 0.96, acc 0.68 0.7324, time 8.10
Epoch 27, loss 0.93, acc 0.70 0.7357, time 8.17
Epoch 28, loss 0.76, acc 0.70 0.7328, time 8.01
Epoch 29, loss 0.84, acc 0.72 0.7332, time 7.87
Epoch 30, loss 0.86, acc 0.73 0.7376, time 7.89
Epoch 31, loss 0.91, acc 0.71 0.7394, time 8.03
Epoch 32, loss 0.64, acc 0.78 0.7405, time 8.15
Epoch 33, loss 0.77, acc 0.70 0.7442, time 7.88
Epoch 34, loss 0.50, acc 0.83 0.7442, time 7.97
Epoch 35, loss 0.76, acc 0.74 0.7464, time 8.14
Epoch 36, loss 0.72, acc 0.79 0.7468, time 7.95
Epoch 37, loss 0.65, acc 0.81 0.7449, time 7.96
Epoch 38, loss 0.61, acc 0.77 0.7508, time 8.19
Epoch 39, loss 0.66, acc 0.76 0.7497, time 8.22
Epoch 40, loss 0.58, acc 0.76 0.7497, time 8.14
Epoch 41, loss 0.66, acc 0.82 0.7530, time 8.22
Epoch 42, loss 0.69, acc 0.77 0.7556, time 8.26
Epoch 43, loss 0.69, acc 0.77 0.7582, time 8.30
Epoch 44, loss 0.76, acc 0.79 0.7556, time 8.71
Epoch 45, loss 0.65, acc 0.79 0.7563, time 8.03
Epoch 46, loss 0.52, acc 0.82 0.7589, time 8.03
Epoch 47, loss 0.52, acc 0.86 0.7560, time 8.29
Epoch 48, loss 0.44, acc 0.83 0.7604, time 8.64
Epoch 49, loss 0.45, acc 0.80 0.7611, time 9.14
Epoch 50, loss 0.43, acc 0.80 0.7641, time 8.54
accuracy: 0.7641

0.7611



2017-12-06T13:12:19.902268: epoch 1.0, loss 8.02038, acc 0.117 acc 0.339713
2017-12-06T13:12:22.016497: epoch 2.0, loss 5.21093, acc 0.20525 acc 0.459698
2017-12-06T13:12:24.007700: epoch 3.0, loss 3.83102, acc 0.294375 acc 0.521899
2017-12-06T13:12:26.006858: epoch 4.0, loss 3.05821, acc 0.356125 acc 0.565697
2017-12-06T13:12:27.995421: epoch 5.0, loss 2.49265, acc 0.424625 acc 0.593669
2017-12-06T13:12:29.979631: epoch 6.0, loss 2.17564, acc 0.46925 acc 0.610232
2017-12-06T13:12:32.008778: epoch 7.0, loss 1.92131, acc 0.5045 acc 0.624586
2017-12-06T13:12:34.063499: epoch 8.0, loss 1.74082, acc 0.531375 acc 0.643357
2017-12-06T13:12:36.106583: epoch 9.0, loss 1.60087, acc 0.556125 acc 0.652926
2017-12-06T13:12:38.135145: epoch 10.0, loss 1.48861, acc 0.5865 acc 0.666544
2017-12-06T13:12:40.161166: epoch 11.0, loss 1.39328, acc 0.597875 acc 0.673169
2017-12-06T13:12:42.205349: epoch 12.0, loss 1.32584, acc 0.622375 acc 0.680898
2017-12-06T13:12:44.248951: epoch 13.0, loss 1.28461, acc 0.637375 acc 0.678322
2017-12-06T13:12:46.268522: epoch 14.0, loss 1.2194, acc 0.65125 acc 0.683106
2017-12-06T13:12:48.304760: epoch 15.0, loss 1.16311, acc 0.662125 acc 0.688259
2017-12-06T13:12:50.354910: epoch 16.0, loss 1.12328, acc 0.674125 acc 0.695252
2017-12-06T13:12:52.389893: epoch 17.0, loss 1.11418, acc 0.6815 acc 0.696356
2017-12-06T13:12:54.428253: epoch 18.0, loss 1.06757, acc 0.696 acc 0.697092
2017-12-06T13:12:56.466865: epoch 19.0, loss 1.0313, acc 0.700375 acc 0.70519
2017-12-06T13:12:58.518222: epoch 20.0, loss 1.01061, acc 0.709 acc 0.708502
2017-12-06T13:13:00.552163: epoch 21.0, loss 0.992967, acc 0.7135 acc 0.709974
2017-12-06T13:13:02.593586: epoch 22.0, loss 0.968373, acc 0.719875 acc 0.723224
2017-12-06T13:13:04.635490: epoch 23.0, loss 0.947148, acc 0.723 acc 0.724696
2017-12-06T13:13:06.678739: epoch 24.0, loss 0.920334, acc 0.736875 acc 0.722856
2017-12-06T13:13:08.722512: epoch 25.0, loss 0.897015, acc 0.7405 acc 0.726905
2017-12-06T13:13:10.758756: epoch 26.0, loss 0.881229, acc 0.751 acc 0.729481
2017-12-06T13:13:12.795776: epoch 27.0, loss 0.8638, acc 0.75725 acc 0.726537
2017-12-06T13:13:14.830749: epoch 28.0, loss 0.838739, acc 0.7655 acc 0.733898
2017-12-06T13:13:16.865012: epoch 29.0, loss 0.817999, acc 0.766875 acc 0.732057
2017-12-06T13:13:18.899714: epoch 30.0, loss 0.798188, acc 0.774625 acc 0.73721
2017-12-06T13:13:20.953184: epoch 31.0, loss 0.788661, acc 0.777 acc 0.734634
2017-12-06T13:13:22.978232: epoch 32.0, loss 0.758735, acc 0.786125 acc 0.740155
2017-12-06T13:13:25.022069: epoch 33.0, loss 0.748659, acc 0.790125 acc 0.735738
2017-12-06T13:13:27.078214: epoch 34.0, loss 0.736075, acc 0.800125 acc 0.73537
2017-12-06T13:13:29.126368: epoch 35.0, loss 0.725236, acc 0.796 acc 0.736106
2017-12-06T13:13:31.175093: epoch 36.0, loss 0.699411, acc 0.811875 acc 0.73721
2017-12-06T13:13:33.207219: epoch 37.0, loss 0.688934, acc 0.813 acc 0.740891
2017-12-06T13:13:35.248259: epoch 38.0, loss 0.6603, acc 0.824125 acc 0.741995
2017-12-06T13:13:37.286386: epoch 39.0, loss 0.651408, acc 0.823125 acc 0.746043
2017-12-06T13:13:39.328688: epoch 40.0, loss 0.635034, acc 0.831875 acc 0.747148
2017-12-06T13:13:41.384496: epoch 41.0, loss 0.620871, acc 0.839375 acc 0.752668
2017-12-06T13:13:43.412687: epoch 42.0, loss 0.605621, acc 0.84575 acc 0.750092
2017-12-06T13:13:45.442388: epoch 43.0, loss 0.601074, acc 0.842875 acc 0.74862
2017-12-06T13:13:47.483276: epoch 44.0, loss 0.583193, acc 0.84825 acc 0.754141
2017-12-06T13:13:49.505831: epoch 45.0, loss 0.566848, acc 0.85625 acc 0.751196
2017-12-06T13:13:51.564679: epoch 46.0, loss 0.561003, acc 0.85775 acc 0.755613
2017-12-06T13:13:53.5985.0,0.776963953: epoch 47.0, loss 0.537976, acc 0.866 acc 0.753036
2017-12-06T13:13:55.643590: epoch 48.0, loss 0.531, acc 0.867375 acc 0.755613
2017-12-06T13:13:57.679820: epoch 49.0, loss 0.530986, acc 0.86375 acc 0.758925
2017-12-06T13:13:59.732731: epoch 50.0, loss 0.51478, acc 0.874625 acc 0.758189
2017-12-06T13:14:01.797705: epoch 51.0, loss 0.506944, acc 0.875875 acc 0.760029
2017-12-06T13:14:03.844401: epoch 52.0, loss 0.479886, acc 0.882625 acc 0.760029
2017-12-06T13:14:05.901457: epoch 53.0, loss 0.486397, acc 0.88275 acc 0.758189
2017-12-06T13:14:07.961250: epoch 54.0, loss 0.475795, acc 0.885875 acc 0.76371
2017-12-06T13:14:10.008531: epoch 55.0, loss 0.459337, acc 0.89525 acc 0.757821
2017-12-06T13:14:12.069939: epoch 56.0, loss 0.450118, acc 0.893625 acc 0.759293
2017-12-06T13:14:14.142195: epoch 57.0, loss 0.450393, acc 0.89275 acc 0.765918
2017-12-06T13:14:16.212258: epoch 58.0, loss 0.432321, acc 0.90475 acc 0.766654
2017-12-06T13:14:18.253138: epoch 59.0, loss 0.418125, acc 0.906375 acc 0.764814
2017-12-06T13:14:20.314556: epoch 60.0, loss 0.406918, acc 0.9105 acc 0.764446
2017-12-06T13:14:22.371136: epoch 61.0, loss 0.40216, acc 0.90875 acc 0.76371
2017-12-06T13:14:24.434587: epoch 62.0, loss 0.400859, acc 0.910875 acc 0.768495
2017-12-06T13:14:26.484669: epoch 63.0, loss 0.392737, acc 0.91375 acc 0.765182
2017-12-06T13:14:28.530336: epoch 64.0, loss 0.383606, acc 0.916375 acc 0.764078
2017-12-06T13:14:30.587850: epoch 65.0, loss 0.377736, acc 0.91925 acc 0.76739
2017-12-06T13:14:32.641307: epoch 66.0, loss 0.376472, acc 0.9185 acc 0.768127
2017-12-06T13:14:34.706441: epoch 67.0, loss 0.356782, acc 0.924 acc 0.763342
2017-12-06T13:14:36.740190: epoch 68.0, loss 0.351782, acc 0.92475 acc 0.764078
2017-12-06T13:14:38.793685: epoch 69.0, loss 0.35649, acc 0.926875 acc 0.76187
2017-12-06T13:14:40.838808: epoch 70.0, loss 0.345197, acc 0.931 acc 0.767022
2017-12-06T13:14:42.900960: epoch 71.0, loss 0.340959, acc 0.928375 acc 0.767022
2017-12-06T13:14:44.944895: epoch 72.0, loss 0.328758, acc 0.936 acc 0.76555
2017-12-06T13:14:47.011526: epoch 73.0, loss 0.319224, acc 0.93625 acc 0.767022
2017-12-06T13:14:49.064071: epoch 74.0, loss 0.324008, acc 0.93525 acc 0.768863
2017-12-06T13:14:51.121247: epoch 75.0, loss 0.313333, acc 0.9385 acc 0.768495
2017-12-06T13:14:53.170415: epoch 76.0, loss 0.298908, acc 0.944375 acc 0.767759
2017-12-06T13:14:55.228219: epoch 77.0, loss 0.299541, acc 0.9405 acc 0.769599
2017-12-06T13:14:57.288650: epoch 78.0, loss 0.305413, acc 0.938875 acc 0.773279
2017-12-06T13:14:59.335258: epoch 79.0, loss 0.299061, acc 0.943 acc 0.771439
2017-12-06T13:15:01.396019: epoch 80.0, loss 0.290207, acc 0.945875 acc 0.771071
2017-12-06T13:15:03.469210: epoch 81.0, loss 0.280889, acc 0.950125 acc 0.764078
2017-12-06T13:15:05.524659: epoch 82.0, loss 0.285329, acc 0.945375 acc 0.771439
2017-12-06T13:15:07.594272: epoch 83.0, loss 0.276878, acc 0.949375 acc 0.769599
2017-12-06T13:15:09.659905: epoch 84.0, loss 0.28164, acc 0.947 acc 0.769967
2017-12-06T13:15:11.723867: epoch 85.0, loss 0.26283, acc 0.953125 acc 0.77696
2017-12-06T13:15:13.777244: epoch 86.0, loss 0.259493, acc 0.9535 acc 0.769967
2017-12-06T13:15:15.842235: epoch 87.0, loss 0.264578, acc 0.94975 acc 0.774015
2017-12-06T13:15:17.900947: epoch 88.0, loss 0.259292, acc 0.9535 acc 0.767759
2017-12-06T13:15:19.940728: epoch 89.0, loss 0.251375, acc 0.954875 acc 0.766654
2017-12-06T13:15:21.972599: epoch 90.0, loss 0.253155, acc 0.953125 acc 0.764814
2017-12-06T13:15:24.031988: epoch 91.0, loss 0.24537, acc 0.954875 acc 0.774383
2017-12-06T13:15:26.086168: epoch 92.0, loss 0.243811, acc 0.956 acc 0.771439
2017-12-06T13:15:28.141523: epoch 93.0, loss 0.23534, acc 0.961125 acc 0.769967
2017-12-06T13:15:30.206015: epoch 94.0, loss 0.236593, acc 0.95825 acc 0.768863
